position,region,pop,plant,morph,height1,flwrstar,flwrleng,height2,winlen,antwin,winbud,inflor,flwrnode,agerepro
326,3,4,51,1,7,8,48,32,.,0,.,45,14,1
57,3,4,52,1,4,.,.,21,5.7,5,28.5,.,.,1
299,3,4,53,1,3,.,.,18,7.3,3,21.9,.,.,1
603,3,4,54,2,7,14,58,26,5.7,4,22.8,7,15,1
419,3,4,55,2,7,12,16,25,.,.,.,7,13,1
44,3,4,57,1,0,.,.,.,.,.,.,.,.,.
178,3,4,58,1,4,17,30,32,5.4,2,10.8,16,14,1
373,3,4,60,3,4,22,17,29,7.9,4,31.6,4,13,1
300,3,4,61,3,6,15,15,31,13,2,26,11,10,1
172,3,4,62,2,5,.,.,16,7.3,8,58.4,.,.,1
470,3,4,63,3,6,19,32,22,6,6,36,17,12,3
313,3,4,64,3,5,.,.,10,7.3,6,43.8,.,.,1
291,3,4,67,2,4,38,35,22,7.6,4,30.4,7,12,1
620,3,4,68,3,0,23,15,28,8.7,3,26.1,7,11,3
12,3,4,70,3,7,14,14,27,.,0,.,5,13,1
342,3,4,74,2,7,12,23,25,.,0,.,9,16,1
212,3,4,75,3,4,17,30,28,7.3,5,36.5,41,11,1
297,3,4,78,2,7,12,26,37,9.7,7,67.9,38,17,1
575,3,4,86,3,7,23,15,23,6.1,6,36.6,2,18,1
403,3,4,96,3,4,20,22,30,5,5,25,17,12,1
3,3,4,101,3,3,21,21,18,6.5,2,13,2,12,1
155,3,4,121,3,6,14,22,23,9.7,5,48.5,13,13,1
409,3,4,122,3,6,13,31,31,6.7,6,40.2,38,12,1
157,3,4,123,3,5,16,31,33,1.9,2,3.8,28,12,1
9,3,5,1,1,0,39,25,25,5.2,1,5.2,2,13,1
122,3,5,2,3,6,16,31,32,5.5,4,22,36,16,1
126,3,5,3,1,2,51,13,21,5.4,3,16.2,2,12,1
546,3,5,4,1,5,20,44,29,8.1,5,40.5,23,12,1
533,3,5,7,1,5,18,33,31,5.9,3,17.7,7,13,1
508,3,5,9,3,5,14,28,33,4.1,2,8.2,12,16,1
106,3,5,10,2,5,6,36,24,4.3,3,12.9,20,13,1
338,3,5,11,1,3,32,12,.,.,.,.,.,.,1
565,3,5,12,3,5,12,26,22,4.1,1,4.1,.,16,1
293,3,5,13,3,7,18,46,26,6.1,2,12.2,27,17,1
577,3,5,14,3,5,6,26,21,4.9,7,34.3,35,10,1
582,3,5,15,1,8,12,18,30,8.8,2,17.6,8,14,1
439,3,5,18,1,4,18,26,27,3.3,1,3.3,13,12,1
269,3,5,19,1,5,17,25,31,3.8,2,7.6,27,13,1
610,3,5,20,1,3,12,28,25,1.7,6,10.2,20,10,1
645,3,5,21,2,6,14,25,30,4.3,2,8.6,20,18,1
215,3,5,22,2,4,22,29,35,5.5,1,5.5,18,13,1
408,3,5,23,1,5,26,47,29,1.2,1,1.2,22,13,1
70,3,5,24,1,8,14,21,33,7.6,4,30.4,19,17,1
655,3,5,25,2,6,10,34,28,8.9,6,53.4,24,13,1
432,3,5,26,3,3,.,.,13,5.1,4,20.4,.,.,1
632,3,5,28,1,4,20,44,33,2.4,1,2.4,18,14,1
285,3,5,30,3,5,22,16,23,3.3,2,6.6,13,14,1
547,3,5,31,2,6,6,32,31,5.4,2,10.8,54,11,1
133,3,5,34,2,4,4,40,24,3.7,5,18.5,2,16,1
549,3,5,37,1,5,7,23,35,7,5,35,18,10,1
375,3,5,40,3,7,15,29,37,2.2,1,2.2,25,12,1
254,3,5,41,2,6,17,22,26,.,.,.,11,13,1
400,3,5,42,1,4,17,56,.,.,.,.,.,.,1
449,3,5,43,2,4,17,39,32,6.9,4,27.6,14,15,1
248,3,5,44,3,8,12,26,27,.,3,.,23,15,1
92,3,5,47,3,4,.,.,18,5,4,20,.,.,1
501,3,5,48,1,4,22,42,33,4.5,1,4.5,.,11,1
296,3,5,49,1,4,22,25,24,4.4,1,4.4,14,15,1
166,3,5,50,1,6,20,18,25,12,3,36,4,17,1
335,3,5,52,2,5,39,17,21,8.4,4,33.6,5,14,1
214,3,5,53,3,5,16,35,30,4.2,3,12.6,23,14,1
362,3,5,54,3,7,15,40,26,5.4,6,32.4,33,16,1
384,3,5,57,3,0,.,.,.,.,.,.,.,.,1
609,3,5,59,1,4,15,27,20,7.4,4,29.6,22,9,1
25,3,5,60,1,7,27,11,24,7.1,4,28.4,2,15,1
690,3,5,61,1,5,27,28,29,5.2,1,5.2,22,12,1
621,3,5,62,1,0,.,.,.,.,.,.,.,.,1
394,3,5,63,3,6,5,22,31,4.5,1,4.5,32,12,1
346,3,5,64,3,4,23,9,18,.,0,.,2,13,1
597,3,5,70,3,7,14,28,28,2.8,3,8.4,28,12,1
113,3,5,74,2,4,21,34,25,9.4,5,47,25,12,1
545,3,5,75,3,7,12,18,29,.,0,.,13,14,1
131,3,5,76,1,5,14,24,29,1,3,3,30,12,1
270,3,5,79,3,6,22,22,43,6.2,7,43.4,17,15,1
218,3,5,81,1,7,.,.,37,7.8,2,15.6,25,14,1
605,3,5,83,2,3,17,27,46,1.8,1,1.8,23,11,1
640,3,5,87,3,0,35,29,22,7,1,7,3,10,1
82,3,5,88,3,4,22,33,28,4.4,1,4.4,19,10,1
240,3,6,2,1,5,24,20,39,5.4,6,32.4,8,14,1
153,3,6,4,1,7,17,34,53,2.8,2,5.6,22,14,1
473,3,6,7,1,1,.,.,.,.,.,.,.,.,1
434,3,6,9,3,10,14,21,45,5.3,1,5.3,40,12,1
483,3,6,11,3,6,15,23,46,5.1,2,10.2,20,14,1
303,3,6,12,2,7,19,7,24,.,0,.,4,12,1
663,3,6,13,2,10,15,23,40,4.1,1,4.1,19,15,1
328,3,6,14,3,10,21,23,39,.,.,.,23,16,1
77,3,6,16,3,10,16,26,49,15.4,5,77,16,21,1
253,3,6,17,2,8,15,15,33,.,0,.,8,14,1
574,3,6,18,2,7,14,7,30,9.2,3,27.6,3,17,2
691,3,6,19,2,10,12,20,32,3.8,1,3.8,35,15,1
199,3,6,21,2,6,14,59,34,2.7,2,5.4,20,18,1
415,3,6,22,2,10,16,26,39,5.4,4,21.6,.,13,1
426,3,6,23,1,10,14,25,49,7.1,4,28.4,25,17,1
181,3,6,24,3,8,11,27,33,2.3,3,6.9,26,15,1
455,3,6,25,3,0,19,19,32,3.8,2,7.6,15,10,1
